SNR_dB,Modulation
23.138110400578373,QPSK
2.2213395520227106,64QAM
10.753971856328178,64QAM
3.4760717857538914,64QAM
25.893102776267806,16QAM
18.698943804826737,64QAM
9.926940745579476,64QAM
1.906750508580709,QPSK
9.329469651469866,64QAM
9.75549966080241,16QAM
21.88818535014192,64QAM
19.126724140656393,16QAM
26.616382277289794,64QAM
14.16644775485848,64QAM
3.587827378149051,64QAM
21.39734361668985,16QAM
22.823551458506923,QPSK
16.83831592708489,16QAM
23.12901539863683,QPSK
14.813867890931721,16QAM
15.681984881459822,64QAM
12.826230550756488,64QAM
0.7625738023228557,QPSK
3.2367428097991335,QPSK
0.9428755706020275,16QAM
19.092312337913413,16QAM
9.4306794322898,QPSK
15.257120734941083,QPSK
27.226994217782792,16QAM
7.478766874466248,QPSK
12.311487691068892,QPSK
22.666534156291462,QPSK
6.863944964748674,QPSK
2.30939729486379,64QAM
8.692543587413041,64QAM
4.836638617620133,QPSK
27.89092957027719,16QAM
24.243611386932507,64QAM
19.002112695312704,16QAM
26.14381770563153,16QAM
24.110162306973432,64QAM
5.597101766581075,16QAM
26.776769954699333,16QAM
16.18026725746952,QPSK
24.223204654921876,QPSK
26.8827389977048,QPSK
9.540104249155917,64QAM
3.3015577358303028,QPSK
6.8380548762582505,16QAM
12.81323365878769,16QAM
24.540442977674793,16QAM
25.821917497690304,16QAM
0.2085639159357211,16QAM
15.322419077326972,64QAM
12.52233009446337,16QAM
6.663234314121907,64QAM
3.595961020010484,16QAM
10.12845514210884,64QAM
28.287291117375574,64QAM
9.696087960622657,16QAM
15.563718652300983,16QAM
21.090568766855334,16QAM
10.908888071378819,16QAM
29.15346248162882,QPSK
28.873418848263338,QPSK
7.553468874760925,64QAM
14.917455176771563,64QAM
9.02634929450309,QPSK
8.545214831324028,64QAM
1.1066084206359839,16QAM
18.286930019396905,64QAM
15.080370696865845,64QAM
1.5443625374996806,64QAM
8.359393927098344,QPSK
27.247976578999612,QPSK
7.186856720009173,64QAM
4.346846162736693,16QAM
14.683582808326891,64QAM
29.56951362331802,QPSK
7.261658145345012,16QAM
20.164066422176358,64QAM
22.848588459861528,QPSK
7.12912631977199,16QAM
21.846490458355788,64QAM
11.033493981577596,QPSK
18.969174917807383,16QAM
19.00589132282684,64QAM
16.073240522242756,16QAM
2.708693101632249,16QAM
25.05907486767714,16QAM
9.623401949152075,QPSK
5.595555311995627,64QAM
1.2232542466429175,16QAM
17.726788295647253,16QAM
20.326930855268472,16QAM
0.49763486783568456,QPSK
15.36279174897843,16QAM
6.794873255938139,QPSK
19.355183712283495,QPSK
5.230992870149743,16QAM
20.728132143073978,16QAM
11.602060389016122,QPSK
28.101899662102035,QPSK
4.1256283243797975,16QAM
10.231990531507755,QPSK
3.404205637217672,QPSK
27.740808548356885,16QAM
26.32018060142943,16QAM
7.738248831454668,64QAM
19.79952138102537,16QAM
24.516666006036473,16QAM
16.65602434798387,16QAM
15.889517350680194,64QAM
7.25556872701355,QPSK
2.793083034176976,16QAM
26.916472738599804,16QAM
27.012541714899914,64QAM
18.993043718198038,64QAM
10.170893731461021,64QAM
10.476287238379827,QPSK
21.778670366107182,64QAM
26.913307798577314,QPSK
26.61259272795352,16QAM
23.396266375728715,16QAM
19.26094938462863,16QAM
2.524198949851465,64QAM
4.848861422838413,16QAM
26.956625655812378,64QAM
18.1928717897877,QPSK
0.27591154849888944,16QAM
3.044146285980963,QPSK
19.905053073241675,64QAM
0.1518475153865606,64QAM
4.82424154252496,16QAM
16.462013680997583,16QAM
20.756855930780798,64QAM
19.558837785078016,16QAM
6.728079283816793,16QAM
21.365376640426074,QPSK
7.117472624904002,64QAM
9.76199094477803,QPSK
22.394742153540726,16QAM
19.48898697141644,QPSK
25.47670231482534,64QAM
19.7283867690103,QPSK
17.049258100064147,QPSK
2.8102430348427743,16QAM
11.031474091783005,64QAM
7.9560710304517634,16QAM
7.319689301372508,16QAM
29.190316642573368,64QAM
11.792931740002812,QPSK
26.761396655313398,16QAM
18.934158779917887,QPSK
23.844339106249453,64QAM
15.079112793155764,16QAM
17.307116538790773,QPSK
14.775530814565917,QPSK
5.857289633941335,16QAM
21.67356345784516,64QAM
8.423170873225674,QPSK
0.7294789929436152,64QAM
19.364168877215036,16QAM
5.313320382211469,QPSK
28.21375753058743,QPSK
28.61785731007762,QPSK
27.445931706613457,64QAM
11.104761007663331,QPSK
0.46369849586602285,QPSK
27.849556877631763,16QAM
12.84552444951943,QPSK
28.999644571310085,64QAM
28.908599312677584,16QAM
25.590283664020802,16QAM
8.833466762087571,QPSK
11.552931858057757,16QAM
25.534100145505708,QPSK
9.50766015468833,16QAM
5.084782400582775,64QAM
16.704037873750504,QPSK
28.08464322482343,64QAM
20.88089390024919,QPSK
17.101835102680948,64QAM
2.9152948131230563,64QAM
18.45021680097509,16QAM
29.701615503127897,QPSK
4.202520457095721,16QAM
15.549889570912102,64QAM
26.321192157838663,QPSK
22.223058532626133,64QAM
20.91047222985804,64QAM
21.07452251961328,64QAM
10.784734536592655,64QAM
8.807755327934801,16QAM
24.28083466435541,64QAM
24.30340184037542,16QAM
26.012169557403112,64QAM
27.397216576694138,QPSK
15.340271965828133,64QAM
15.045488840615988,64QAM
23.948855369003255,QPSK
19.498917923332954,QPSK
21.0590063177311,64QAM
23.87378008308303,64QAM
26.70016025452699,16QAM
10.139854705546075,QPSK
11.26748857919832,QPSK
2.81945819522607,16QAM
17.34840422988522,64QAM
1.0782682139022626,64QAM
13.967940543973805,QPSK
16.2793390412273,16QAM
8.596237563848533,64QAM
17.724997817070324,QPSK
0.9150074981714829,64QAM
1.1204456624764325,64QAM
24.678016819789747,64QAM
10.805719242337886,QPSK
3.8118153795565437,16QAM
15.667297801644132,16QAM
23.099806592958323,64QAM
6.4746308249052955,16QAM
18.686714274570008,64QAM
2.56042394981304,QPSK
1.550451635058231,QPSK
15.94063894704444,QPSK
16.219053648303195,64QAM
19.122897044946196,16QAM
21.782740011679845,QPSK
29.27556238387604,64QAM
15.48901044903586,16QAM
9.68869418823738,16QAM
23.85558584306111,16QAM
8.124967537862226,64QAM
13.169142621169083,64QAM
2.353691440267979,64QAM
0.7605223024637253,QPSK
28.87945244033775,64QAM
25.079403615366175,QPSK
20.87922618281094,QPSK
12.268588332428097,QPSK
5.1988296021253735,64QAM
4.693111280132581,QPSK
7.50728694493786,64QAM
16.476799941183614,64QAM
21.43787768100187,QPSK
19.80592130153194,QPSK
8.398016908378285,QPSK
28.645958419895823,64QAM
22.136907500873054,64QAM
16.63062157534202,QPSK
18.351622387030567,QPSK
12.588001872833697,16QAM
7.431929685034724,QPSK
10.679180359537847,16QAM
22.735383313931074,16QAM
0.43180465889267605,64QAM
3.482179215207487,64QAM
1.3800792606525825,16QAM
1.221864069569104,16QAM
25.663817520330216,QPSK
21.109735781400712,16QAM
14.225214872619755,QPSK
2.935024819530044,64QAM
14.74847625350497,QPSK
14.20415312341697,64QAM
5.196056097300455,16QAM
13.01554947713919,16QAM
11.955142031921204,16QAM
18.475502941566493,QPSK
19.052809526029314,64QAM
1.3591202931613355,64QAM
11.238378438794136,64QAM
18.77579747142709,64QAM
15.094087757402631,64QAM
25.694695235649668,QPSK
19.76080894856835,64QAM
4.888032812442891,16QAM
2.1170624220128955,64QAM
19.27257834618947,16QAM
0.7953393162486544,QPSK
17.5732674382039,QPSK
28.206907242748727,16QAM
17.26422533627637,64QAM
11.645097786195658,QPSK
19.298646553270594,QPSK
13.747586714745498,QPSK
16.36850367947805,64QAM
28.243944263295756,16QAM
11.583079134023228,16QAM
28.835716914717427,64QAM
27.160519258681912,QPSK
5.873734043678893,64QAM
2.0808390262549636,64QAM
3.0233400413227995,16QAM
0.5466547695464918,64QAM
2.8332888226778516,64QAM
20.490203202490704,QPSK
2.13565945380687,QPSK
9.56926890881284,16QAM
25.346259329083637,QPSK
0.698158072074776,64QAM
24.434054477668074,64QAM
8.455643243201997,64QAM
3.5449448286496876,16QAM
20.902114960924518,QPSK
18.86828540339652,64QAM
26.32416040581159,QPSK
22.052131314116572,QPSK
24.104427911545457,QPSK
8.461037177139195,QPSK
5.323186313391685,16QAM
22.51844254922575,16QAM
24.20504217801792,16QAM
29.7151542600202,64QAM
12.378530307342794,64QAM
11.160542573783495,64QAM
23.292388822259905,16QAM
10.224106207590536,QPSK
27.92271976810694,16QAM
25.752382555290353,64QAM
12.869820821250551,64QAM
22.526132033744922,QPSK
22.63628622254047,16QAM
3.0937160650779783,QPSK
27.076587200387,16QAM
15.157571173435715,64QAM
24.793723983232248,QPSK
9.601488030918352,QPSK
26.865696854886014,16QAM
11.676050362024894,16QAM
0.3251295444089508,16QAM
27.16145929257791,64QAM
2.7386003035840067,16QAM
9.579409127712445,64QAM
28.501859011524147,16QAM
28.51821440812668,16QAM
17.203136643698585,64QAM
18.95511636509398,16QAM
13.453365659349593,64QAM
8.796323150941936,64QAM
9.859936361097478,16QAM
20.175553682311154,16QAM
22.5712358831304,QPSK
23.747371311775456,16QAM
23.688544283836617,QPSK
2.736183091460711,16QAM
14.832609141077445,64QAM
1.7267628004993285,64QAM
16.485866469712064,QPSK
13.245915041201311,16QAM
26.631125482748992,QPSK
10.52745037656236,16QAM
3.5120104928281757,16QAM
4.289750461585076,64QAM
22.845318951524167,QPSK
18.54654189948783,64QAM
3.033680283683707,64QAM
2.523204183449923,64QAM
21.0290739437736,QPSK
2.182890190925806,16QAM
24.655801778710686,16QAM
21.187266814694887,QPSK
2.440463419256993,16QAM
2.5451314225557575,QPSK
29.599187355035262,QPSK
11.228123872683609,16QAM
11.119264412006727,64QAM
24.383987017725076,QPSK
28.417457321515762,QPSK
29.580031914686128,QPSK
22.601345557768248,QPSK
11.287787565927474,16QAM
2.505021500960063,16QAM
23.314407477823103,QPSK
16.752127492074152,64QAM
12.72666027740929,16QAM
27.190631552842078,64QAM
3.3359244691845404,64QAM
14.778753128725775,QPSK
0.34060934302257206,16QAM
14.059819259823788,QPSK
1.6890982704551205,QPSK
3.5645374880421574,64QAM
3.5257874033131467,64QAM
19.476309063481906,64QAM
22.3813463779627,QPSK
17.50106295291479,QPSK
28.86517645423626,QPSK
11.246117385711122,QPSK
8.571362588455822,QPSK
26.057973845683808,QPSK
6.707875155583579,QPSK
28.89667618321834,QPSK
0.36463424069449024,16QAM
29.09636480122917,16QAM
1.2947973585172834,16QAM
26.734293410942133,16QAM
15.831033272588996,QPSK
29.78894388357901,QPSK
2.213896942061966,64QAM
16.615628532039622,64QAM
29.07907606857297,16QAM
15.692935325104465,64QAM
18.881959144057877,16QAM
20.872460669538516,QPSK
13.636231943033197,QPSK
18.8267424025219,64QAM
17.529429357693008,QPSK
27.03474031472967,QPSK
1.3633914102437361,16QAM
8.428895687766909,64QAM
28.51234452229676,QPSK
26.70791351672749,64QAM
13.669702583571388,QPSK
18.603977934046103,16QAM
8.32143548943398,QPSK
5.64363479171284,64QAM
13.910952148199465,64QAM
10.600566840781585,16QAM
17.509683355526164,QPSK
2.3320391089495454,16QAM
29.231844229984993,64QAM
29.586322334388086,16QAM
20.944851420592354,QPSK
16.082890990323612,QPSK
9.285828488589832,16QAM
24.413850591208462,64QAM
20.541935176616377,64QAM
4.8785081803467385,16QAM
27.327815534815272,QPSK
24.67611728769507,QPSK
28.49399739875772,QPSK
21.771585251650798,QPSK
18.402455878073695,64QAM
12.547291088718566,QPSK
27.981854500620397,16QAM
25.98191668501225,16QAM
1.3565601031856822,16QAM
0.7910092349175601,16QAM
11.293901006341487,QPSK
24.316599923454987,64QAM
29.618283879448335,QPSK
4.5125067331058455,64QAM
17.823921460564055,QPSK
11.426725698930646,64QAM
29.097431934438095,16QAM
25.26356769407126,16QAM
25.149861141334135,64QAM
14.060794793849109,64QAM
12.444585070129955,64QAM
8.202212157921187,16QAM
1.6912648995278134,16QAM
25.941671287651598,QPSK
24.387030273902326,64QAM
29.991530198583916,64QAM
29.89910511221716,64QAM
16.662951168078823,16QAM
23.069622455415313,64QAM
28.34297189647284,64QAM
25.489421720322344,16QAM
7.42044305229593,64QAM
13.516324059302805,QPSK
3.8747824545448495,16QAM
28.62153081776167,16QAM
18.1852390335264,16QAM
6.859284165103881,QPSK
20.151020532175703,16QAM
18.543847213736875,16QAM
10.744881540985215,16QAM
3.4067277659888706,16QAM
20.14719586778399,QPSK
15.609231027113799,64QAM
23.16955175206918,64QAM
15.604905033359803,16QAM
25.565445009556203,QPSK
16.557205163234567,16QAM
16.828139146061588,64QAM
26.29960807975035,64QAM
12.10448598637191,QPSK
4.020456853519222,64QAM
0.8634802894001692,16QAM
22.65411767020857,QPSK
18.60928654060394,64QAM
21.122393042976707,16QAM
6.388924845267322,QPSK
4.091144267603093,16QAM
0.43633997003645786,64QAM
10.51762676419791,16QAM
17.697530605638992,QPSK
11.767321352991969,16QAM
13.124247660711871,64QAM
27.124760834812452,QPSK
10.447664010699011,QPSK
15.419684674794324,64QAM
23.509590382234293,16QAM
11.896283469638105,16QAM
18.662601006836205,64QAM
25.870911262402355,QPSK
28.485618709729263,64QAM
4.4122044278711385,QPSK
27.797628754844833,QPSK
14.763488792386145,16QAM
7.747331648968751,64QAM
13.77407268714784,QPSK
29.40097725856431,16QAM
14.778542819786088,64QAM
9.862548308625247,64QAM
19.002025629501773,QPSK
7.204368563345792,QPSK
2.275899843259918,QPSK
3.8663916573194768,64QAM
3.8413751687331734,QPSK
4.55708080536883,64QAM
4.164815179482304,16QAM
19.226242344096438,64QAM
5.456402531974344,QPSK
10.370018499715897,64QAM
26.903652297180354,QPSK
14.218849207886171,16QAM
20.026732155630814,QPSK
5.169596136048895,QPSK
5.768670564260123,QPSK
1.226058487994366,QPSK
5.068051892164936,QPSK
8.35771017095876,QPSK
5.3103145283024045,16QAM
2.6610760127116686,16QAM
3.6190761330180243,64QAM
13.823363040981773,QPSK
6.190011552173775,64QAM
10.928095831442263,16QAM
15.102518125645707,16QAM
20.71184485888096,QPSK
1.179364195232968,QPSK
23.98231196727128,64QAM
18.837011684727234,16QAM
2.4527709584661572,64QAM
26.207358723203317,64QAM
27.626172015954396,64QAM
1.8323387956459125,QPSK
8.30632944441611,16QAM
24.18603839379184,64QAM
22.44779071150975,16QAM
5.53563058069132,16QAM
6.280479700101309,64QAM
11.11416308374146,64QAM
14.53568955573064,QPSK
18.54764314590888,16QAM
11.067409187093173,64QAM
13.876041483994436,64QAM
22.424128144012695,16QAM
1.100496086717937,64QAM
7.573108330320623,16QAM
21.400487576536573,64QAM
26.85620513061598,16QAM
15.350323263469983,64QAM
15.96340455795947,64QAM
3.2151603401932816,QPSK
13.422371004703638,16QAM
15.978517993650694,QPSK
7.27411510904189,64QAM
8.077296928481429,16QAM
11.31852489313868,16QAM
0.602135933331791,64QAM
9.66237496749535,64QAM
6.34344020989634,64QAM
9.82492056533744,64QAM
3.5928639545775365,16QAM
26.715818422196847,QPSK
17.80777360662146,16QAM
20.37306957433469,16QAM
23.67513715822015,16QAM
14.953265967871719,16QAM
2.6076086426227105,64QAM
16.113196254556435,QPSK
17.605233540626372,16QAM
22.3631842255299,16QAM
12.949786386890382,QPSK
3.827409083866913,64QAM
8.513277173961734,16QAM
10.892468891959053,64QAM
19.377517239948038,16QAM
17.123349140067358,16QAM
10.682901776935388,QPSK
29.59545746378939,QPSK
18.173244580706616,64QAM
7.116803752079834,16QAM
3.0534741786121122,64QAM
4.585774175529961,QPSK
7.378731851535244,QPSK
4.82044119778667,QPSK
5.5970107215391725,QPSK
8.552855060815412,QPSK
5.201207858842645,64QAM
26.902962738792755,64QAM
2.4070123698492663,QPSK
15.73534168710764,16QAM
12.311904809689846,16QAM
29.47135850725819,16QAM
3.3611670650415704,16QAM
11.935667971372249,16QAM
29.084112998261066,QPSK
25.965213776819407,64QAM
24.512162128478398,QPSK
7.737084811348195,16QAM
5.126627621701974,16QAM
20.05929659773293,64QAM
27.881279673827574,QPSK
16.702886790417892,64QAM
17.148380684096995,16QAM
8.399372809808526,16QAM
23.084787995758106,64QAM
5.611312456725701,16QAM
9.71037709212731,QPSK
12.763093158492504,16QAM
15.22831136053365,16QAM
7.2722919724524075,QPSK
3.445104742176106,16QAM
18.318601273248976,64QAM
8.658916597207673,64QAM
17.437146642678368,16QAM
4.630881458226069,QPSK
14.434203055644524,QPSK
15.977682976547577,64QAM
1.5547061046728072,16QAM
10.098128345817617,QPSK
4.032440308169227,QPSK
1.9012491141830323,64QAM
29.698806971698357,64QAM
9.67061534924169,QPSK
24.296233375639044,64QAM
7.6392196429129156,QPSK
20.44508166671788,16QAM
22.806835796690596,64QAM
17.869162218235328,64QAM
14.147285656504751,16QAM
12.355227424418056,QPSK
10.46604799628986,QPSK
27.885874327434774,64QAM
24.918582233631874,QPSK
28.950807319995377,QPSK
3.728916704566342,16QAM
21.92602425610933,16QAM
28.150213704631135,16QAM
5.436991984969804,64QAM
1.9948880210033249,16QAM
22.233619478701772,16QAM
17.234193395397355,QPSK
25.254863302748163,16QAM
4.193171298788685,64QAM
23.858019355796706,16QAM
6.048819601432336,64QAM
4.909678285971135,QPSK
4.927973937929789,QPSK
24.437241606941463,16QAM
19.955916620886004,QPSK
15.69196274307358,16QAM
10.764914523705075,QPSK
26.31601622439325,64QAM
11.773353222679061,QPSK
24.497983184147312,16QAM
13.174047257106553,16QAM
11.308332882747226,16QAM
13.880393570088193,64QAM
9.041336224924262,QPSK
22.428281405287535,16QAM
15.081611702774374,64QAM
6.96638085440452,64QAM
26.987237198237054,64QAM
11.516736641196342,QPSK
16.306585833419657,QPSK
27.19416332893641,QPSK
18.727139877419763,64QAM
3.506941221250922,QPSK
28.194963708404252,16QAM
18.831241592142536,64QAM
10.047168439712584,QPSK
4.1781621799016175,64QAM
23.820755678108878,64QAM
18.602182677855406,QPSK
16.003832759289647,64QAM
26.81677749152873,QPSK
23.657916336735923,QPSK
4.550246391982535,QPSK
9.351662033866447,64QAM
7.454674194433972,64QAM
22.31838877718031,QPSK
1.0059730420733815,64QAM
17.096690546139495,QPSK
22.873760572220718,16QAM
26.302969102852483,64QAM
10.262452461477224,64QAM
24.637719140160385,16QAM
3.318952108656217,16QAM
25.393568752035545,16QAM
3.8246598699594725,QPSK
11.918618716811018,QPSK
23.918860973386607,16QAM
4.497522820463214,QPSK
6.877541856979245,64QAM
21.667577051791987,16QAM
21.601096096382232,64QAM
19.234428986558918,QPSK
20.818453334013,16QAM
16.281733300427884,QPSK
7.553971767208583,64QAM
10.370879805117584,QPSK
5.44793150404277,64QAM
27.25351684000885,QPSK
17.501753842983614,64QAM
12.025542502909197,QPSK
13.86017410932398,16QAM
28.41850018835446,16QAM
4.600542093482406,QPSK
17.586894960503916,64QAM
15.17666036653398,QPSK
18.343627063039435,16QAM
0.5433055146252153,64QAM
26.163717268324543,QPSK
27.96354847450837,QPSK
16.953995507676268,64QAM
20.899524716306768,QPSK
27.67498143531887,16QAM
21.21715902940196,16QAM
4.57617128742784,64QAM
17.288650805004394,QPSK
18.201451391485676,QPSK
12.72392013907158,16QAM
22.093327068741687,64QAM
28.031010443070446,64QAM
27.76705538720329,64QAM
13.525181142123962,16QAM
3.397141375222658,16QAM
29.54523596887004,64QAM
25.166942593378025,64QAM
3.739880436098005,QPSK
27.62525647852117,QPSK
26.096890861863848,64QAM
15.565141713782163,16QAM
17.738263072347877,16QAM
11.970081116103907,QPSK
1.64284916466094,64QAM
10.055917249377028,16QAM
24.085603457940344,16QAM
0.13896069013808576,16QAM
10.004975150734325,16QAM
11.9450608077283,QPSK
16.121868088137685,16QAM
27.595668492382813,16QAM
10.390379830978837,64QAM
10.40859605688683,64QAM
22.125037443292452,QPSK
13.566538226694215,QPSK
6.738144688199458,QPSK
13.573185483980803,QPSK
4.225710611393996,16QAM
5.291609595186699,64QAM
14.951033182184393,16QAM
12.567763485136437,16QAM
27.445377032043,16QAM
10.871816973498994,64QAM
17.417650508341303,QPSK
18.96792863758591,QPSK
0.3928336976500091,64QAM
19.906121160501318,64QAM
5.341079006092543,QPSK
28.832109524083656,16QAM
4.459881832593389,QPSK
12.438723711810711,64QAM
2.5604900423593158,QPSK
29.906227555378422,QPSK
15.065850309937277,QPSK
17.861550519601312,64QAM
2.012294321652824,64QAM
22.498814111975335,QPSK
6.2971677928675724,QPSK
26.941628683221413,16QAM
6.1541892144602155,16QAM
5.720631619909997,QPSK
1.0964900354428464,64QAM
14.162008353299978,16QAM
16.945233997878493,QPSK
1.971259182850571,16QAM
23.26582850085032,16QAM
13.598665042440828,16QAM
15.731708079827401,64QAM
13.222882408146845,QPSK
12.02289182625978,64QAM
16.789209939246536,64QAM
4.657207377921376,16QAM
5.457843914858134,QPSK
25.85356863040552,16QAM
28.38346386400898,64QAM
11.199279488392587,64QAM
8.122340194306613,QPSK
19.319986297170473,64QAM
12.262025132942892,64QAM
0.7615906698103458,QPSK
4.684577920985711,16QAM
21.479166865421927,QPSK
19.76771825730454,64QAM
0.8128797751045047,QPSK
6.6591648579884835,16QAM
6.932243897642142,64QAM
20.15678230796185,16QAM
0.5913161326309246,16QAM
3.123257459537215,QPSK
23.99748256119568,16QAM
5.356339861630008,QPSK
19.58238323555624,QPSK
7.145483431401796,16QAM
2.983241782780355,QPSK
7.295165729983623,QPSK
21.668007955669776,16QAM
25.67089404318857,64QAM
24.906595937009747,QPSK
11.915505888553644,QPSK
20.042554097119385,16QAM
6.149528862474629,QPSK
8.794431907830397,16QAM
26.890074555633593,64QAM
0.39005770532208106,64QAM
2.5652559256340424,16QAM
6.23658765438082,64QAM
0.7959661162145915,16QAM
5.443063052693919,QPSK
17.491246829090766,64QAM
12.642736517774939,QPSK
26.780151332309245,QPSK
24.523306852153226,16QAM
10.25452055093628,64QAM
7.782703002938774,64QAM
11.390772245018008,QPSK
17.708848275444232,QPSK
8.041909224686288,16QAM
18.72446723547402,64QAM
12.282349565737213,16QAM
16.561415425559407,16QAM
13.0837958740595,16QAM
8.83397278625753,64QAM
28.453599208864702,16QAM
22.908173824792826,64QAM
4.203395272993577,16QAM
26.054039276937385,QPSK
14.62293594748541,16QAM
26.83656680682274,16QAM
23.995657678419455,64QAM
12.756405134077003,QPSK
0.674079249603522,QPSK
8.060320781548382,64QAM
16.249026439826007,64QAM
19.00434659478442,QPSK
7.736630562996068,64QAM
4.180682222184724,QPSK
25.047907103978975,16QAM
29.532065421106562,16QAM
15.770705469080575,QPSK
5.150378575449105,QPSK
8.169219795581068,16QAM
0.551720296424002,16QAM
27.42896419681497,QPSK
3.532532486704234,64QAM
17.295494265427607,64QAM
8.22165662061618,QPSK
16.6253400754738,64QAM
19.542611650555926,16QAM
24.892254111216047,16QAM
6.1926381528180965,64QAM
0.32987485975441433,QPSK
4.106568902064218,16QAM
27.000559255443154,16QAM
26.216702326875456,16QAM
17.922393065109247,64QAM
18.0155058130096,QPSK
19.951100236387664,64QAM
5.261138358703487,QPSK
27.432358377748795,QPSK
12.563115746762193,64QAM
11.494155847484924,16QAM
15.567531158485126,QPSK
1.4089790032516514,64QAM
4.988501062682382,16QAM
22.141008492791112,QPSK
2.483960037753794,QPSK
18.094563283991647,16QAM
7.360473290439629,QPSK
11.678868421259295,64QAM
8.660812103120996,QPSK
10.670181493948474,QPSK
21.571377155527365,16QAM
8.913651468695251,64QAM
16.992139208906917,16QAM
14.28151206597299,64QAM
19.910134960879443,16QAM
28.10489217974274,QPSK
21.97716291630751,64QAM
6.448211357722703,64QAM
0.9354940518385402,QPSK
7.867921328994752,16QAM
17.852337921007646,64QAM
1.5427744045275105,QPSK
14.89098741603709,QPSK
17.905285467506676,64QAM
10.027316724508825,64QAM
23.12736611237466,64QAM
3.1979475940131543,QPSK
2.254133452074263,16QAM
21.8456626861081,16QAM
14.864739486185954,64QAM
20.65207189283208,QPSK
13.044820158112387,QPSK
7.392060997173204,64QAM
24.573069530225993,QPSK
23.982476369069378,QPSK
20.840894125632804,QPSK
8.164354116898881,64QAM
17.706920006072615,64QAM
10.829216908200804,64QAM
2.7474621997990245,16QAM
27.519407263867283,16QAM
4.104558927568842,64QAM
28.50712061462407,QPSK
13.380173188738672,QPSK
5.553987865158589,64QAM
16.257028421350743,QPSK
26.18837507629225,QPSK
21.966746592286835,16QAM
24.196834435843492,QPSK
19.763501001321522,QPSK
20.768296935535574,64QAM
25.47586954695958,16QAM
7.490040265775578,16QAM
14.682748909294215,QPSK
6.636283254588067,64QAM
29.63004023989941,16QAM
28.321780190598396,16QAM
1.182804341055177,QPSK
21.167255175470654,16QAM
27.757449522469976,64QAM
5.417260353820006,64QAM
17.038356916578884,16QAM
27.464648927641257,64QAM
1.0183793575739652,64QAM
20.922608017405196,QPSK
8.920470221176522,16QAM
27.73188586129591,16QAM
29.131747354961032,QPSK
28.32799467340302,QPSK
14.226426499723914,QPSK
25.861279529679404,QPSK
25.33648195605211,64QAM
9.573014197297669,64QAM
24.86746422452032,QPSK
1.1102290414647786,16QAM
17.88809635446159,16QAM
6.900265118631092,16QAM
3.6170065733183643,QPSK
2.3085960488762747,64QAM
20.888663276344193,64QAM
10.196248913041984,64QAM
21.743003145862843,64QAM
1.960690223968271,16QAM
9.45871013491831,16QAM
16.184738771260115,64QAM
23.721694945168906,QPSK
9.562575087962097,64QAM
18.776741293110273,64QAM
26.579332447085616,QPSK
18.475895645469137,64QAM
6.988784242609013,16QAM
0.7320234466961406,QPSK
26.102966217027898,QPSK
0.6380823255116141,64QAM
26.24105018052598,16QAM
15.86811402081636,16QAM
28.172030955386884,16QAM
23.96349707320996,64QAM
29.938023316000123,64QAM
10.521354463551305,16QAM
23.015648667933807,64QAM
12.057927408277266,16QAM
14.396268609117266,64QAM
18.825163896551103,QPSK
26.21031342559016,QPSK
29.522504075978855,64QAM
23.048202415935545,64QAM
12.533003465020013,16QAM
12.640710068312105,QPSK
22.127469047666743,16QAM
